Drug,Primary Indication,Virus,Virus Group,Cell lines,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Approved,Phase IV,Potential target,Mode_of_action,Reference,Virus Family,Virus Name,Viral Strain/Type,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,InChI_Key,Approval Status,Negative Result?
Tenofovir,Antiviral,HBV,dsDNA-RT,,,,,,*,*,*,Viral RT,Nucleotide analog RT inhibitor,CID:464205; NCT02039362,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB14126,464205,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,Approved,
Tenofovir,Antiviral,HIV-1,ssRNA-RT,,,,,,*,*,*,Viral RT,Nucleotide analog RT inhibitor,CID:464205; NCT03998176,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB14126,464205,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,Approved,
Tenofovir,Antiviral,HSV-2,dsDNA,,,,,,*,,,Viral DNA pol,Nucleotide analog RT inhibitor,NCT01386294,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB14126,464205,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,Approved,
Tenofovir,Antiviral,SARS-CoV-2,(+)ssRNA,,,,,*,,,,Viral RNA pol,Nucleotide analog RT inhibitor,NCT04812496,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB14126,464205,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,Approved,
Teriflunomide,Immunomodulator,EBOV,(-)ssRNA,*,,,,,,,,Human DHODH,N/A,PMID: 30081931,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB08880,54684141,UTNUDOFZCWSZMS-YFHOEESVSA-N,Approved,
Teriflunomide,Immunomodulator,EBV,dsDNA,*,,,,,,,,Human DHODH,N/A,PMID: 28574826,Herpesviridae,Human gammaherpesvirus 4,,Infectious mononucleosis,12,DB08880,54684141,UTNUDOFZCWSZMS-YFHOEESVSA-N,Approved,
Teriflunomide,Immunomodulator,FLUAV,(-)ssRNA,*,,,,,,,,Human DHODH,N/A,https://www.biorxiv.org/content/biorxiv/early/2020/03/12/2020.03.11.983056.full.pdf,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB08880,54684141,UTNUDOFZCWSZMS-YFHOEESVSA-N,Approved,
Teriflunomide,Immunomodulator,ZIKV,(+)ssRNA,*,,,,,,,,Human DHODH,N/A,https://www.biorxiv.org/content/biorxiv/early/2020/03/12/2020.03.11.983056.full.pdf,Flaviviridae,Zika virus,,Zika virus disease,2,DB08880,54684141,UTNUDOFZCWSZMS-YFHOEESVSA-N,Approved,
Tetrandine,N/A,ASFV,dsDNA,*,,,,,,,,Human ion channel,Prevents viral entry,PMID: 33249093,Asfarviridae,African swine fever virus,,No disease in human; Swine fever in swine,,N/A,73078,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Experimental,
Tetrandine,N/A,HCoV-229E,(+)ssRNA,*,,,,,,,,Human ion channel,Prevents viral entry,PMID: 33249093,Coronaviridae,Human coronavirus 229E,,Common cold,8,N/A,73078,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Experimental,
Tetrandine,N/A,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human ion channel,Prevents viral entry,PMID: 33249093,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,73078,WVTKBKWTSCPRNU-KYJUHHDHSA-N,Experimental,
Thapsigargin,N/A,FLUAV,(-)ssRNA,,,*,,,,,,Human ion channel,Induces host innate immune response,PMID: 33546185,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,446378,IXFPJGBNCFXKPI-FSIHEZPISA-N,Experimental,
Thapsigargin,N/A,RSV,(-)ssRNA,,*,,,,,,,Human ion channel,Induces host innate immune response,PMID: 33546185,Pneumoviridae,Human orthopneumovirus,,Lower respiratory tract infections,24,N/A,446378,IXFPJGBNCFXKPI-FSIHEZPISA-N,Experimental,
Thapsigargin,N/A,HCoV-OC43,(+)ssRNA,*,,,,,,,,Human ion channel,Induces host innate immune response,PMID: 33546185,Coronaviridae,Betacoronavirus 1,Human coronavirus OC43,Common cold,8,N/A,446378,IXFPJGBNCFXKPI-FSIHEZPISA-N,Experimental,
Thapsigargin,N/A,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human ion channel,Induces host innate immune response,PMID: 33546185,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,446378,IXFPJGBNCFXKPI-FSIHEZPISA-N,Experimental,
Thioridazine,Antipsychotic,CHIKV,(+)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 22205980,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB00679,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,Approved,
Thioridazine,Antipsychotic,EBOV,(-)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 30149038,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00679,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,Approved,
Thioridazine,Antipsychotic,HCV,(+)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 23529728,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00679,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,Approved,
Thioridazine,Antipsychotic,RVFV,(-)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 21124804,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB00679,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,Approved,
Thioridazine,Antipsychotic,SFV,(+)ssRNA,*,,,,,,,,Human ion channel,Prevent viral entry,PMID: 22205980,Togaviridae,Semliki Forest virus,,"Encephalitis, mild symptoms",6,DB00679,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,Approved,
Thymalfasin,Antiviral,HBV,dsDNA-RT,,,,,,,*,*,Unknown,Th1 cell stimulant; Th2 cell inhibitor; Th2 cell modulator,CID:16130571; NCT03448744,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB04900,16130571,NZVYCXVTEHPMHE-ZSUJOUNUSA-N,Approved,
Thymalfasin,Antiviral,HCV,(+)ssRNA,,,,,,*,*,,Unknown,Th1 cell stimulant; Th2 cell inhibitor; Th2 cell modulator,CID:16130571; NCT01178996,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB04900,16130571,NZVYCXVTEHPMHE-ZSUJOUNUSA-N,Approved,
Thymalfasin,Antiviral,SARS-CoV-2,(+)ssRNA,,,,,*,,,,Unknown,Th1 cell stimulant; Th2 cell inhibitor; Th2 cell modulator,NCT04487444,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB04900,16130571,NZVYCXVTEHPMHE-ZSUJOUNUSA-N,Approved,
Thymalfasin,Antiviral,HIV-1,ssRNA-RT,,,,*,,,,,Unknown,Th1 cell stimulant; Th2 cell inhibitor; Th2 cell modulator,NCT00001036,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB04900,16130571,NZVYCXVTEHPMHE-ZSUJOUNUSA-N,Approved,
Tilorone,Antiviral,CHIKV,(+)ssRNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 32215760,Togaviridae,Chikungunya virus,,Chikungunya fever,6,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,CMV,dsDNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 32215760,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,EBOV,(-)ssRNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 29133569,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,HAV,(+)ssRNA,,,,,,,*,,Unknown,Interferon inducer,https://www.rlsnet.ru/tn_index_id_1526.htm,Picornaviridae,Hepatovirus A,Human Hepatitis A virus,Hepatitis A,86,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,HBV,dsDNA-RT,,,,,,,*,,Unknown,Interferon inducer,PMID: 32215760,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,HCV,(+)ssRNA,,,,,,,*,,Unknown,Interferon inducer,https://www.rlsnet.ru/tn_index_id_1526.htm,Flaviviridae,Hepacivirus C,,Hepatitis C,2,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,HSV-1,dsDNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 32215760,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,MARV,(-)ssRNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 32215760,Filoviridae,Marburg marburgvirus,Marburg virus,Marburg hemorrhagic fever,3,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,MERS-CoV,(+)ssRNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 32215760,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,WNV,(+)ssRNA,,,,,,,*,,Unknown,Interferon inducer,PMID: 17279,Flaviviridae,West Nile virus,,West Nile fever,2,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tilorone,Antiviral,HSV-2,dsDNA,*,,,,,,,,Unknown,Interferon inducer,PMID: 32215760,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,N/A,5475,MPMFCABZENCRHV-UHFFFAOYSA-N,Approved (Russia; Ukraine),
Tipranavir,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral protease,Protease inhibitor,DrugBank ID: DB00932,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00932,54682461,SUJUHGSWHZTSEU-FYBSXPHGSA-N,Approved,
Tipranavir,Antiviral,TBEV,(+)ssRNA,*,,,,,,,,Viral protease,Protease inhibitor,PMID: 32326119,Flaviviridae,Tick-borne encephalitis virus,,Tick-borne encephalitis ,2,DB00932,54682461,SUJUHGSWHZTSEU-FYBSXPHGSA-N,Approved,
Tipranavir,Antiviral,WNV,(+)ssRNA,*,,,,,,,,Viral protease,Protease inhibitor,PMID: 32326119,Flaviviridae,West Nile virus,,West Nile fever,2,DB00932,54682461,SUJUHGSWHZTSEU-FYBSXPHGSA-N,Approved,
Tipranavir,Antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Viral protease,Protease inhibitor,PMID: 32326119,Flaviviridae,Zika virus,,Zika virus disease,2,DB00932,54682461,SUJUHGSWHZTSEU-FYBSXPHGSA-N,Approved,
Topotecan,Anticancer,HIV-1,ssRNA-RT,*,,,,*,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID:9145855; NCT00002395,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Topotecan,Anticancer,EBOV,(-)ssRNA,*,,*,,,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID:27127234,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Topotecan,Anticancer,SARS-CoV-2,(+)ssRNA,,,*,,,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID: 33836156,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Topotecan,Anticancer,DENV-2,(+)ssRNA,*,,,,,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID:24727241,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Topotecan,Anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID:27127234,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Topotecan,Anticancer,HCV,(+)ssRNA,*,,,,,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID:23529728,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Topotecan,Anticancer,JCV,dsDNA,*,,,,,,,,Human topoisomerase,Topoisomerase I inhibitor. Camptothecin analog,PMID:26935240,Polyomaviridae,Human polyomavirus 2,,Progressive multifocal leukoencephalopathy,-1,DB01030,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Approved,
Toremifene,Anticancer,EBOV,(-)ssRNA,*,,,,,,,,Human Human ER,Estrogen receptor alpha modulator,PMID: 27362232,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00539,3005573,XFCLJVABOIYOMF-QPLCGJKRSA-N,Approved,
Toremifene,Anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human Human ER,Estrogen receptor alpha modulator,PMID: 24841273,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB00539,3005573,XFCLJVABOIYOMF-QPLCGJKRSA-N,Approved,
Toremifene,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human Human ER,Estrogen receptor alpha modulator,PMID: 24841273,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB00539,3005573,XFCLJVABOIYOMF-QPLCGJKRSA-N,Approved,
Toremifene,Anticancer,LUJV,(-)ssRNA,*,,,,,,,,Human Human ER,Estrogen receptor alpha modulator,PMID: 34203149,Arenaviridae,Lujo mammarenavirus,,Lassa fever-like illness,0,DB00539,3005573,XFCLJVABOIYOMF-QPLCGJKRSA-N,Approved,
Trametinib,Anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human PTK,Mitogen activated protein-kinase inhibitor,PMID:29990517,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB08911,175427149,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Approved,
Trametinib,Anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human PTK,Mitogen activated protein-kinase inhibitor,PMID:29197575,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB08911,175427149,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Approved,
Trametinib,Anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human PTK,Mitogen activated protein-kinase inhibitor,PMID:25487801,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB08911,175427149,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Approved,
Triazavirin,Antiviral,FLUAV,(-)ssRNA,,,,,,,,*,Viral RNA pol,N/A,http://grls.rosminzdrav.ru/Grls_View_v2.aspx?routingGuid=d552450f-6223-43a2-87af-e5840a632b19&t=,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB15622,3113817,IDVQGNMSSHPZSJ-UHFFFAOYSA-N,Investigational,
Triazavirin,Antiviral,SARS-CoV-2,(+)ssRNA,,,,,,*,,,Viral RNA pol,N/A,NCT04581915,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB15622,3113817,IDVQGNMSSHPZSJ-UHFFFAOYSA-N,Investigational,
Triazavirin,Antiviral,TBEV,(+)ssRNA,*,,,,,,,,Viral RNA pol,N/A,PMID: 25051708,Flaviviridae,Tick-borne encephalitis virus,,Tick-borne encephalitis ,2,DB15622,3113817,IDVQGNMSSHPZSJ-UHFFFAOYSA-N,Investigational,
Trifluridine,Antiviral,HSV-1,dsDNA,,,,,,,*,,Viral DNA pol,Antimetabolite; Nucleoside analog,DrugBank ID: DB00432,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00432,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,Approved,
Trifluridine,Antiviral,HSV-2,dsDNA,,,,,,,*,,Viral DNA pol,Antimetabolite; Nucleoside analog,DrugBank ID: DB00432,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB00432,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,Approved,
Trifluridine,Antiviral,VACV,dsDNA,,,*,,,,,,Viral DNA pol,Antimetabolite; Nucleoside analog,PMID: 21278209,Poxviridae,Vaccinia virus,,No disease in human,5,DB00432,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,Approved,
Trifluridine,Antiviral,HAdV-8,dsDNA,*,,,,,,,,Viral DNA pol,Antimetabolite; Nucleoside analog,PMID: 99133,Adenoviridae,Human mastadenovirus D,Human adenovirus D8,Respiratory disease,73,DB00432,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,Approved,
Trifluridine,Antiviral,HAdV-19,dsDNA,*,,,,,,,,,,PMID: 99133,Adenoviridae,Human mastadenovirus D,Human adenovirus D19,Respiratory disease,73,DB00432,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,Approved,
Trifluridine,Antiviral,HAdV-13,dsDNA,*,,,,,,,,,,PMID: 99133,Adenoviridae,Human mastadenovirus D,Human adenovirus D13,Respiratory disease,73,DB00432,6256,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,Approved,
Troglitazone,Treatment of Diabetes Mellitus,HBV,dsDNA-RT,*,,,,,,,,Human (multiple),Unknown,PMID: 30671048,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00197,5591,GXPHKUHSUJUWKP-UHFFFAOYSA-N,Withdrawn,
Troglitazone,Treatment of Diabetes Mellitus,RSV,(-)ssRNA,*,,,,,,,,Human (multiple),Unknown,PMID: 17425601,Pneumoviridae,Human orthopneumovirus,,Lower respiratory tract infections,24,DB00197,5591,GXPHKUHSUJUWKP-UHFFFAOYSA-N,Withdrawn,
Umifenovir,Antiviral,FLUAV,(-)ssRNA,,,,,,*,*,*,Human (multiple),,CID:131411; NCT01651663,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,FLUBV,(-)ssRNA,,,,,,*,*,*,Human (multiple),,CID:131411; NCT01651663,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,SARS-CoV-2,(+)ssRNA,,,,,,*,,,Human (multiple),Inhibits membrane fusion,PMID: 33811756; PMID: 32283143,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,HSV-2,dsDNA,*,,*,,,,,,Human (multiple),,PMID:30612085,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,EBOV,(-)ssRNA,*,,,,,,,,Human (multiple),,PMID:30700611,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,HSV-1,dsDNA,*,,,,,,,,Human (multiple),,PMID:28890393,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,LASV,(-)ssRNA,*,,,,,,,,Human (multiple),,PMID:30700611,Arenaviridae,Lassa mammarenavirus,,Lassa hemorrhagic fever,0,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,TBEV,(+)ssRNA,*,,,,,,,,Human (multiple),,PMID:29642580,Flaviviridae,Tick-borne encephalitis virus,,Tick-borne encephalitis ,2,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,WNV,(+)ssRNA,*,,,,,,,,Human (multiple),,PMID:29642580,Flaviviridae,West Nile virus,,West Nile fever,2,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Human (multiple),,PMID:29895962,Flaviviridae,Zika virus,,Zika virus disease,2,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,HCoV-OC43,(+)ssRNA,*,,,,,,,,Human (multiple),Inhibits membrane fusion,PMID: 34452529,Coronaviridae,Betacoronavirus 1,Human coronavirus OC43,Common cold,8,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,HCoV-229E,(+)ssRNA,*,,,,,,,,Human (multiple),Inhibits membrane fusion,PMID: 34452529,Coronaviridae,Human coronavirus 229E,,Common cold,8,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,JUNV,(-)ssRNA,*,,,,,,,,Human (multiple),Inhibits membrane fusion,PMID: 33468464,Arenaviridae,Argentinian mammarenavirus,,Argentine hemorrhagic fever,0,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,PICV,(-)ssRNA,*,,,,,,,,Human (multiple),Inhibits membrane fusion,PMID: 33468464,Arenaviridae,Cali mammarenavirus,,No disease in human,0,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Umifenovir,Antiviral,LCMV,(-)ssRNA,*,,,,,,,,Human (multiple),Inhibits membrane fusion,PMID: 33468464,Arenaviridae,Lymphocytic choriomeningitis mammarenavirus,,Lymphocytic choriomeningitis,0,DB13609,131411,KCFYEAOKVJSACF-UHFFFAOYSA-N,Approved,
Valacyclovir,Antiviral,CMV,dsDNA,,,,,,,*,,Viral DNA pol,Nucleoside analog DNA polymerase enzyme inhibitor; L-valine ester of aciclovir.,CID:135398741,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valacyclovir,Antiviral,EBV,dsDNA,,,,,,,*,,Viral DNA pol, Nucleoside analog DNA polymerase enzyme inhibitor; L-valine ester of aciclovir.,CID:135398741,Herpesviridae,Human gammaherpesvirus 4,,Infectious mononucleosis,12,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valacyclovir,Antiviral,HBV,dsDNA-RT,,,,,,,*,,Viral RT, Nucleoside analog DNA polymerase enzyme inhibitor; L-valine ester of aciclovir.,CID:135398741,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valacyclovir,Antiviral,HSV-1,dsDNA,,,,,,,*,,Viral DNA pol,Inhibits viral DNA synthesis,DrugBank ID: DB00577,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valacyclovir,Antiviral,HSV-2,dsDNA,,,,,,,*,,Viral DNA pol, Nucleoside analog DNA polymerase enzyme inhibitor; L-valine ester of aciclovir.,CID:135398741; DB00577,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valacyclovir,Antiviral,VZV,dsDNA,,,,,,,*,,Viral DNA pol,Inhibits viral DNA synthesis,DrugBank ID: DB00577,Herpesviridae,Human alphaherpesvirus 3,,Chickenpox (varicella),12,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valacyclovir,Antiviral,HCV,(+)ssRNA,,,,*,,,,,Viral RNA pol,Inhibits viral DNA synthesis,NCT01453075,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00577,135398742,HDOVUKNUBWVHOX-QMMMGPOBSA-N,Approved,
Valganciclovir,Antiviral,CMV,dsDNA,,,,,,,*,,Viral DNA pol,Destabilization of DNA,DrugBank ID: DB01610,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB01610,135413535,WPVFJKSGQUFQAP-GKAPJAKFSA-N,Approved,
Valganciclovir,Antiviral,KSHV,dsDNA,,,,*,,,,,Viral DNA pol,Destabilization of DNA,PMID: 32297410,Herpesviridae,Human gammaherpesvirus 8,,Kaposi's sarcoma,12,DB01610,135413535,WPVFJKSGQUFQAP-GKAPJAKFSA-N,Approved,
Valganciclovir,Antiviral,HAdV-5,dsDNA,,,*,,,,,,Viral DNA pol,Destabilization of DNA,PMID: 25807051,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB01610,135413535,WPVFJKSGQUFQAP-GKAPJAKFSA-N,Approved,
Valproic Acid,Anticonvulsant,HAdV-5,dsDNA,*,,,,,,,,Human HDAC,HDAC inhibitor,PMID: 16990052,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB00313,3121,NIJJYAXOARWZEE-UHFFFAOYSA-N,Approved,
Valproic Acid,Anticonvulsant,CVB-3,(+)ssRNA,*,,,,,,,,Human HDAC,HDAC inhibitor,PMID: 24294962,Picornaviridae,Enterovirus B,Coxsackievirus B3,Fever; headache; sore throat; gastroenteritis; pericarditis; myocarditis,9,DB00313,3121,NIJJYAXOARWZEE-UHFFFAOYSA-N,Approved,
Valproic Acid,Anticonvulsant,EBV,dsDNA,*,,,,,,,,Human HDAC,HDAC inhibitor,PMID: 26805038,Herpesviridae,Human gammaherpesvirus 4,,Infectious mononucleosis,12,DB00313,3121,NIJJYAXOARWZEE-UHFFFAOYSA-N,Approved,
Valproic Acid,Anticonvulsant,LCMV,(-)ssRNA,*,,,,,,,,Human HDAC,HDAC inhibitor,PMID: 23735299,Arenaviridae,Lymphocytic choriomeningitis mammarenavirus,,Lymphocytic choriomeningitis,0,DB00313,3121,NIJJYAXOARWZEE-UHFFFAOYSA-N,Approved,
Valproic Acid,Anticonvulsant,WNV,(+)ssRNA,*,,,,,,,,Human HDAC,HDAC inhibitor,PMID: 21106740,Flaviviridae,West Nile virus,,West Nile fever,2,DB00313,3121,NIJJYAXOARWZEE-UHFFFAOYSA-N,Approved,
Vemurafenib,Anticancer,ECHOV-1,(+)ssRNA,*,,,,,,,,Unknown,Unknown,PMID: 33080984,Picornaviridae,Enterovirus B,Echovirus E1,"Mild symptoms, meningitis",9,DB08881,42611257,GPXBXXGIAQBQNI-UHFFFAOYSA-N,Approved,
